Date,Open,High,Low,Close,Volume
2024-11-21 00:00:00,1.0548522472381592,1.0548522472381592,1.0548522472381592,1.0546298027038574,1.0548522472381592
2024-11-21 00:15:00,1.0546298027038574,1.0546298027038574,1.0548522472381592,1.0546298027038574,1.054741144180298
2024-11-21 00:30:00,1.0548522472381592,1.0548522472381592,1.0548522472381592,1.0545185804367063,1.0545185804367063
2024-11-21 00:45:00,1.0548522472381592,1.0548522472381592,1.0549635887145996,1.0546298027038574,1.054741144180298
2024-11-21 01:00:00,1.0549635887145996,1.0549635887145996,1.0549635887145996,1.0548522472381592,1.0548522472381592
2024-11-21 01:15:00,1.05507493019104,1.05507493019104,1.0551862716674805,1.0549635887145996,1.0549635887145996
2024-11-21 01:30:00,1.0551862716674805,1.0551862716674805,1.0551862716674805,1.0548522472381592,1.05507493019104
2024-11-21 01:45:00,1.0548522472381592,1.0548522472381592,1.055297613143921,1.0548522472381592,1.0551862716674805
2024-11-21 02:00:00,1.0551862716674805,1.0551862716674805,1.0551862716674805,1.0548522472381592,1.0548522472381592
2024-11-21 02:15:00,1.0551862716674805,1.0551862716674805,1.055297613143921,1.05507493019104,1.0551862716674805
2024-11-21 02:30:00,1.0551862716674805,1.0551862716674805,1.055297613143921,1.05507493019104,1.0551862716674805
2024-11-21 02:45:00,1.0551862716674805,1.0551862716674805,1.055297613143921,1.0551862716674805,1.0551862716674805
2024-11-21 03:00:00,1.05507493019104,1.05507493019104,1.0551862716674805,1.05507493019104,1.0551862716674805
2024-11-21 03:15:00,1.0551862716674805,1.0551862716674805,1.0551862716674805,1.05507493019104,1.05507493019104
2024-11-21 03:30:00,1.055408954620361,1.055408954620361,1.0555204153060913,1.0551862716674805,1.0551862716674805
2024-11-21 03:45:00,1.0556317567825315,1.0556317567825315,1.0556317567825315,1.055297613143921,1.055297613143921
2024-11-21 04:00:00,1.055408954620361,1.055408954620361,1.0557432174682615,1.055408954620361,1.0556317567825315
2024-11-21 04:15:00,1.055408954620361,1.055408954620361,1.0555204153060913,1.055297613143921,1.055408954620361
2024-11-21 04:30:00,1.055408954620361,1.055408954620361,1.0556317567825315,1.055408954620361,1.055408954620361
2024-11-21 04:45:00,1.055408954620361,1.055408954620361,1.055408954620361,1.0551862716674805,1.055408954620361
2024-11-21 05:00:00,1.0551862716674805,1.0551862716674805,1.055408954620361,1.0551862716674805,1.055408954620361
2024-11-21 05:15:00,1.05507493019104,1.05507493019104,1.055297613143921,1.05507493019104,1.05507493019104
2024-11-21 05:30:00,1.05507493019104,1.05507493019104,1.0551862716674805,1.0549635887145996,1.0551862716674805
2024-11-21 05:45:00,1.0549635887145996,1.0549635887145996,1.0551862716674805,1.0549635887145996,1.05507493019104
2024-11-21 06:00:00,1.055408954620361,1.055408954620361,1.055408954620361,1.0549635887145996,1.0549635887145996
2024-11-21 06:15:00,1.0551862716674805,1.0551862716674805,1.0557432174682615,1.05507493019104,1.0556317567825315
2024-11-21 06:30:00,1.05507493019104,1.05507493019104,1.0551862716674805,1.0545185804367063,1.0551862716674805
2024-11-21 06:45:00,1.0549635887145996,1.0549635887145996,1.05507493019104,1.054741144180298,1.05507493019104
2024-11-21 07:00:00,1.053851842880249,1.053851842880249,1.0549635887145996,1.053851842880249,1.0548522472381592
2024-11-21 07:15:00,1.053629755973816,1.053629755973816,1.054185152053833,1.053629755973816,1.0539628267288208
2024-11-21 07:30:00,1.0537407398223877,1.0537407398223877,1.053851842880249,1.0532968044281006,1.053518772125244
2024-11-21 07:45:00,1.053851842880249,1.053851842880249,1.054073929786682,1.053629755973816,1.0537407398223877
2024-11-21 08:00:00,1.053851842880249,1.053851842880249,1.054073929786682,1.0537407398223877,1.0539628267288208
2024-11-21 08:15:00,1.0531858205795288,1.0531858205795288,1.054073929786682,1.0530749559402466,1.0539628267288208
2024-11-21 08:30:00,1.0532968044281006,1.0532968044281006,1.0534077882766724,1.052853226661682,1.0531858205795288
2024-11-21 08:45:00,1.0545185804367063,1.0545185804367063,1.0545185804367063,1.0531858205795288,1.0531858205795288
2024-11-21 09:00:00,1.053518772125244,1.053518772125244,1.0542962551116943,1.053518772125244,1.0542962551116943
2024-11-21 09:15:00,1.0522992610931396,1.0522992610931396,1.0534077882766724,1.051745891571045,1.0534077882766724
2024-11-21 09:30:00,1.051745891571045,1.051745891571045,1.0526316165924072,1.0516352653503418,1.0524100065231323
2024-11-21 09:45:00,1.0519671440124512,1.0519671440124512,1.052188515663147,1.051745891571045,1.051745891571045
2024-11-21 10:00:00,1.051745891571045,1.051745891571045,1.0522992610931396,1.051745891571045,1.0519671440124512
2024-11-21 10:15:00,1.051856517791748,1.051856517791748,1.052188515663147,1.051745891571045,1.051745891571045
2024-11-21 10:30:00,1.0527424812316897,1.0527424812316897,1.0530749559402466,1.051856517791748,1.051856517791748
2024-11-21 10:45:00,1.052188515663147,1.052188515663147,1.0526316165924072,1.0520778894424438,1.0526316165924072
2024-11-21 11:00:00,1.052188515663147,1.052188515663147,1.0524100065231323,1.0519671440124512,1.0524100065231323
2024-11-21 11:15:00,1.0531858205795288,1.0531858205795288,1.0534077882766724,1.0522992610931396,1.0522992610931396
2024-11-21 11:30:00,1.0522992610931396,1.0522992610931396,1.0532968044281006,1.0522992610931396,1.0532968044281006
2024-11-21 11:45:00,1.052188515663147,1.052188515663147,1.052520751953125,1.0520778894424438,1.0524100065231323
2024-11-21 12:00:00,1.0524100065231323,1.0524100065231323,1.0526316165924072,1.0524100065231323,1.0524100065231323
2024-11-21 12:15:00,1.052188515663147,1.052188515663147,1.0524100065231323,1.0520778894424438,1.0524100065231323
2024-11-21 12:30:00,1.0529640913009644,1.0529640913009644,1.0529640913009644,1.052188515663147,1.052188515663147
2024-11-21 12:45:00,1.0529640913009644,1.0529640913009644,1.0537407398223877,1.052853226661682,1.0530749559402466
2024-11-21 13:00:00,1.052853226661682,1.052853226661682,1.0530749559402466,1.0526316165924072,1.0529640913009644
2024-11-21 13:15:00,1.0526316165924072,1.0526316165924072,1.0530749559402466,1.052520751953125,1.0530749559402466
2024-11-21 13:30:00,1.053518772125244,1.053518772125244,1.054073929786682,1.052188515663147,1.052188515663147
2024-11-21 13:45:00,1.0537407398223877,1.0537407398223877,1.054073929786682,1.0531858205795288,1.053629755973816
2024-11-21 14:00:00,1.0527424812316897,1.0527424812316897,1.0537407398223877,1.052520751953125,1.0537407398223877
2024-11-21 14:15:00,1.0529640913009644,1.0529640913009644,1.0531858205795288,1.0524100065231323,1.0527424812316897
2024-11-21 14:30:00,1.0530749559402466,1.0530749559402466,1.0530749559402466,1.0524100065231323,1.0529640913009644
2024-11-21 14:45:00,1.053518772125244,1.053518772125244,1.053518772125244,1.052853226661682,1.0534077882766724
2024-11-21 15:00:00,1.053629755973816,1.053629755973816,1.0545185804367063,1.053629755973816,1.053851842880249
2024-11-21 15:15:00,1.053629755973816,1.053629755973816,1.054185152053833,1.053629755973816,1.053851842880249
2024-11-21 15:30:00,1.053518772125244,1.053518772125244,1.0537407398223877,1.0531858205795288,1.0534077882766724
2024-11-21 15:45:00,1.051414132118225,1.051414132118225,1.0532968044281006,1.0513036251068115,1.0532968044281006
